id,image,name,team,edition,ability,firstNightReminder,otherNightReminder,reminders,remindersGlobal,firstNight,otherNight,flavor,note
snakecharmer,,뱀 조련사,townsfolk,snv,"매일 밤 생존자 중 한 명을 선택합니다. 만약 악마를 선택하면, 당신과 악마는 서로의 직업과 진영을 바꾸고 악마였던 사람은 중독 상태가 됩니다.",뱀 조련사가 참가자를 가리킵니다. 그 참가자가 악마라면: 악마와 뱀 조련사의 캐릭터와 진영을 바꿉니다. 각 참가자를 깨워 그들의 새로운 역할과 진영을 알립니다. 새로운 뱀 조련사는 중독됩니다.,뱀 조련사가 참가자를 가리킵니다. 그 참가자가 악마라면: 악마와 뱀 조련사의 캐릭터와 진영을 바꿉니다. 각 참가자를 깨워 그들의 새로운 역할과 진영을 알립니다. 새로운 뱀 조련사는 중독됩니다.,중독됨,,20,,"나리, 비록 제가 보잘것없는 사람이지만, 이 황금 피리 한 곡조면 아무리 사나운 정령도 길들일 수 있지요. 그저 신의 뜻대로 할 뿐입니다. 세상 사람들은 욕심이 과하면 화를 부른다고 하지만... 저는 절대 아닙니다, 나리, 저는 절대 아니에요.",
artist,,예술가,townsfolk,snv,"게임에서 단 한 번, 낮 동안 이야기꾼에게 비밀리에 예/아니오로 답할 수 있는 질문을 할 수 있습니다.",,,능력 없음,,,,"오 마이 갓! 이건 진짜 브릴리언트하군! 내 이번 작품은... 어떻게 말해야 되나... 아, 그래! 쏘 펄펙트! 아트의 신이 깃들었어! 예스!",
clockmaker,,시계공,townsfolk,snv,첫날 밤 악마와 가장 가까운 하수인 사이의 거리를 알 수 있습니다. (바로 옆자리는 1),"악마에서 가장 가까운 하수인까지의 거리에 대한 손 신호(1, 2, 3 등)를 보여줍니다.",,,,,,"날 방해하지 마시오. 시계의 째깍거림은 멈춰서는 안 되오. 시계의 순환은 생명 그 자체요, 이 신성한 장치 안에는 세상의 모든 것과 모든 답이 담겨 있는 법이니. 이제 일을 해야겠소.",
dreamer,,몽상가,townsfolk,snv,"매일 밤, 여행자와 당신을 제외한 사람 중 한 명을 선택하면 선한 캐릭터 하나와 악한 캐릭터 하나를 알 수 있습니다. 그중 하나가 그 사람의 진짜 정체입니다.",몽상가가 참가자를 가리킵니다. 1개의 선한 캐릭터 토큰과 1개의 악한 캐릭터 토큰을 보여줍니다; 이 중 하나가 맞습니다.,몽상가가 참가자를 가리킵니다. 1개의 선한 캐릭터 토큰과 1개의 악한 캐릭터 토큰을 보여줍니다; 이 중 하나가 맞습니다.,,,,,"난 시계공을 기억한다. 하늘은 붉었고, 기괴한 삼각형들이 비처럼 쏟아져 내렸다. 제비꽃 향기와 거품이 끓어오르는 소리가 났다. 새하얀 눈동자를 빛내며 덥수룩한 수염을 한 여자가 하늘을 향해 쉭쉭거렸다. 그리고 난... 깨어났다.",
flowergirl,,꽃파는 소녀,townsfolk,snv,"매일 밤* 당신은 악마가 오늘 투표에 참여했는지 알 수 있습니다.
",,"악마가 오늘 투표했다면 고개를 끄덕이고, 그렇지 않으면 고개를 젓습니다. '악마 투표하지 않음' 표시를 놓습니다('악마 투표함' 표시가 있다면 제거합니다).","악마 투표함,악마 투표하지 않음",,,,"어제의 제비꽃은 시들었지만, 오늘은 양귀비가 피어났어요.",
juggler,,저글링 장인,townsfolk,snv,첫날 다른 참가자들의 직업을 최대 5번까지 공개적으로 추측할 수 있습니다. 그날 밤 몇 개가 맞았는지 알 수 있습니다.,,"오늘이 저글러의 첫째 날이었다면: '맞음' 표시의 수에 대한 손 신호(0, 1, 2 등)를 보여줍니다. 표시를 제거합니다.",맞음,,,,"요청하신 다음 공연을 위해서는 꽃 한 송이, 콩 한 주머니, 장난감 뱀, 붓, 그리고 가솔린 엔진이 달린 잔디깍기가 필요하겠습니다. 미리 경고드리자면... 이번이 제 마지막 공연이 될지도 모르겠네요. 아하하..",
mathematician,,수학자,townsfolk,snv,"매일 밤, 다른 이의 능력으로 인해 능력이 비정상적으로 작동한 참가자의 수를 알 수 있습니다. (그 날 새벽부터 계산)","다른 능력으로 인해 오작동한 참가자 수에 대한 손 신호(0, 1, 2 등)를 보여줍니다.","다른 능력으로 인해 오작동한 참가자 수에 대한 손 신호(0, 1, 2 등)를 보여줍니다.",비정상,,,,"어떤 논리 체계 x든, 기본적인 산술을 담을 수 있다면 반드시 불완전하다네. 즉, 그 체계로는 증명도 반증도 불가능한 명제들이 존재한다는 뜻이지. 고로, 자네는 취했어.",
oracle,,예언자,townsfolk,snv,"매일 밤*, 사망한 참가자 중 몇 명이 악한 진영인지 알 수 있습니다.",,"죽은 악한 참가자 수에 대한 손 신호(0, 1, 2 등)를 보여줍니다.",,,,,오직 선택받은 자만이 장막 너머를 볼 수 있노라. 죽은 자들이 안식을 찾지 못하고... 그들은 말없이 차가운 북쪽을 가리키고 있다.,
sage,,현자,townsfolk,snv,밤에 악마에게 죽임을 당하면 깨어나서 두 명의 참가자를 알게 됩니다. 그중 한 명이 당신을 죽인 악마입니다.,,"현자가 악마에 의해 죽었다면: 두 명의 참가자를 가리킵니다, 그 중 한 명이 그 악마입니다.",,,,,"이 방대한 서적들 속에 비밀이 숨겨져 있다는 걸 확신하네! 글자와 글자 사이에 그 답이 숨어있을 터이니. 이봐 젊은이, 촛불을 더 가져오게! 잉크도 더 필요하네! 이 기록들이 신비롭게 보일지 모르지만, 악마에 관한 수수께끼가 곧 그 모습을 드러낼 것이야.",
savant,,천재,townsfolk,snv,매일 낮에 이야기꾼을 찾아가 두 가지 정보를 들을 수 있습니다. 하나는 진실이고 다른 하나는 거짓입니다.,,,,,,,"바닥에 성냥개비 72개... 오늘따라 해가 일찍 저무는데, 달은 여전히 제시간에 떴어... 찢어진 천 조각... 저택 안의 악... 3이 3번... 우리가 믿었던 자의 정체가 달라... 초록빛이면 마그네슘... 흔적은 보이나 패턴이 틀려... 바닥에 성냥개비 72개...",
seamstress,,재봉사,townsfolk,snv,"게임 중 한 번, 밤에 자신을 제외한 두 명의 참가자를 선택하여 그들이 같은 진영인지 알아낼 수 있습니다.","재봉사가 '아니오' 머리 신호를 보이거나, 다른 두 참가자를 가리킵니다. 재봉사가 참가자들을 선택했다면, 그들이 같은 진영인지에 대해 '예'로 끄덕이거나 '아니오'로 흔듭니다.","재봉사가 아직 능력을 사용하지 않았다면: 재봉사가 '아니오' 머리 신호를 보이거나, 다른 두 참가자를 가리킵니다. 재봉사가 참가자들을 선택했다면, 그들이 같은 진영인지에 대해 '예'로 끄덕이거나 '아니오'로 흔듭니다.",능력 없음,,,,캐시미어 코트를 입은 그 낯선 사람이 우리 귀여운 벨에게 마음을 품었다는 소문 들으셨나요? 그리고 벨이 승낙했다는것도요? 하지만 그건 축제에서 해리와 저글러 사이에서 일어난 일에 비하면 진짜 아무것도 아니에요! 제가 입이 가벼운 사람이었다면 말해줄 수 있었으렌데... 정말이에요.,
towncrier,,마을 포고꾼,townsfolk,snv,"매일 밤*, 그날 낮에 하수인이 누군가를 지명했는지 알 수 있습니다.",,하수인이 오늘 지명했는지에 대해 '예'로 끄덕이거나 '아니오'로 흔듭니다. '하수인 지명하지 않음' 표시를 놓습니다('하수인 지명함' 표시가 있다면 제거합니다).,"하수인 지명하지 않음, 하수인 지명함",,,,"호외요 호외! 미로에서 마법이 감지되었소! 현자께서 모든 비밀을 밝혀내셨다! 마을이 위험에 처했소! 호외요 호외!
",
barista,,바리스타,traveler,snv,"매일 밤, 새벽까지 1) 한 참가자가 술이 깨고 건강해지며 진실된 정보를 얻거나 2) 그들의 능력이 두 번 작동합니다. 그들은 어떤 것인지 알게 됩니다.","참가자를 선택하고, 깨워서 어떤 바리스타 능력이 그들에게 영향을 미치는지 알려줍니다. 그에 따라 처리합니다(술 깸/건강/진실된 정보 또는 능력 두 번 활성화).","참가자를 선택하고, 깨워서 어떤 바리스타 능력이 그들에게 영향을 미치는지 알려줍니다. 그에 따라 처리합니다(술 깸/건강/진실된 정보 또는 능력 두 번 활성화).","술 깨고 건강함,능력 두 번",,,,,
bonecollector,,뼈 수집가,traveler,snv,"게임 중 한 번, 밤에 죽은 참가자를 선택합니다: 그들은 새벽까지 능력을 되찾습니다.",,"뼈 수집가는 고개를 아니오라고 흔들거나 죽은 참가자를 가리킵니다. 죽은 참가자를 가리켰다면, 뼈 수집가의 '능력 있음' 리마인더를 선택된 참가자의 캐릭터 토큰 옆에 놓습니다. (그들은 오늘 밤 능력을 사용하기 위해 깨워질 필요가 있을 수 있습니다.)","능력 없음,능력 있음",,,,,
butcher,,도살자,traveler,snv,"매일, 첫 번째 처형 후에 당신은 다시 지명할 수 있습니다.",,,,,,,,
harlot,,매춘부,traveler,snv,"매일 밤*, 살아있는 참가자 한 명을 선택합니다: 그들이 동의하면, 당신은 그들의 캐릭터를 알게 되지만 둘 다 죽을 수 있습니다.",,"매춘부가 아무 참가자를 가리킵니다. 그 다음, 매춘부를 재웁니다. 선택된 참가자를 깨우고, '이 캐릭터가 당신을 선택했습니다' 토큰을 보여준 다음 매춘부 토큰을 보여줍니다. 그 참가자는 고개를 끄덕이거나 흔들어 예 또는 아니오를 표시합니다. 고개를 끄덕였다면, 매춘부를 깨우고 선택된 참가자의 캐릭터 토큰을 보여줍니다. 그 다음, 두 참가자 모두 죽을지 결정할 수 있습니다.",사망,,,,,
deviant,,일탈자,,snv,"오늘 당신이 재미있었다면, 추방으로 죽을 수 없습니다.",,,,,,,,
imp,,임프,demon,tb,"매일 밤*, 한 명을 선택해 사망시킵니다. 이 능력으로 자결할 경우, 하수인 중 한 명이 새로운 임프가 됩니다.",,임프가 참가자를 가리킵니다. 그 참가자는 죽습니다. 임프가 자신을 선택했다면: 살아있는 하수인 1명의 캐릭터를 여분의 임프 토큰으로 교체합니다. '당신은' 카드를 보여준 다음 임프 토큰을 보여줍니다.,사망,,,24,"우리는 정신을 날카롭게, 칼날은 그보다 더 날카롭게 만들어야 하오. 악이 우리 사이를 걸어다니며, 선량하고 순박한 우리를 파멸시키려 수단과 방법을 가리지 않고 있소. 우리의 아름다운 마을을 폐허로 만들려 하는 것이지. 그 누구도 믿지 마시오. 하지만, 꼭 누군가를 믿어야 한다면... 나를 믿으시오.",
poisoner,,독살범,minion,tb,"매일 밤, 참가자 한 명을 선택해서 그날 밤부터 다음 날 낮까지 중독 상태로 만듭니다.",독살범이 참가자를 가리킵니다. 그 참가자는 중독됩니다.,이전에 중독된 참가자는 더 이상 중독되지 않습니다. 독살범이 참가자를 가리킵니다. 그 참가자는 중독됩니다.,중독됨,,18,8,알파 화합물을 베타 화합물에 넣고... 너무 많이 넣지는 마!,
spy,,스파이,minion,tb,"매일 밤, 그리모어를 확인할 수 있습니다. 죽은 후에도 다른 사람의 능력에는 선한 진영, 마을 주민, 또는 외지인으로 간주될 수 있습니다.",스파이에게 필요한 만큼 그리모어를 보여줍니다.,스파이에게 필요한 만큼 그리모어를 보여줍니다.,,,19,14,"실력 있는 양조사라면 누구나 알지, 스파이가 둘로 보일 때의 혼합물보다 더 빨리 문제를 일으키는 술은 없다는 걸.",
scarletwoman,,진홍의 여인,minion,tb,악마가 죽을 때 생존자가 5명 이상이면 당신은 새로운 악마가 됩니다. (여행자는 생존자 수에서 제외),,진홍의 여인이 오늘 악마가 되었다면: '당신은' 카드를 보여준 다음 악마 토큰을 보여줍니다.,악마,,,20,"당신은 내게 자주빛 불꽃 의회의 비밀을 보여주셨죠. 우리는 타오르는 불길 속에서, 탐욕의 욕망 속에서, 그리고 야수와 같은 광기 속에서 하나가 되었으며, 난 영원토록 당신의 종이 되리라 맹세했습니다. 하지만 오늘 밤만큼은, 내 사랑, 제가 당신의 주인이 되어주겠습니다.",
baron,,남작,minion,tb,게임에 외지인 2명이 추가로 참여합니다. [외지인 +2],,,,,,,"이 마을이 완전 개판이 됐지 않나? 싼 외부 인력이라... 그게 말이지. 내 생각엔 다 광산에 처박아버려야 해. 고된 일 좀 한다고 죽을 사람 없잖아? 반대하는 놈들은 따귀나 한 대 때려줘. 어차피 결국엔 이득이 남으면 그만이지, 안 그래?",
butler,,집사,outsider,tb,"매일 밤, 자신을 제외한 참가자 한 명을 선택합니다. 다음 날 그 사람이 투표에 찬성할 때만 당신도 찬성할 수 있습니다.",집사가 참가자를 가리킵니다. 그 참가자를 '주인'으로 표시합니다.,집사가 참가자를 가리킵니다. 그 참가자를 '주인'으로 표시합니다.,주인,,38,56,"네, 주인님... 아니오, 주인님... 그렇습니다, 주인님.",
drunk,,주정뱅이,outsider,tb,"자신이 주정뱅이라는 사실을 모르며, 마을주민 중 하나라고 착각하고 있습니다.",,,,취함,,,나는 그저 *딸꾹* 좋은 사람들과 마실 뿐이라네. 뭐... 인정하지만 나는 *꺼억* 사람을 좋아하는 것 뿐이라구.,
recluse,,은둔자,outsider,tb,"죽은 후에도 다른 사람의 능력에는 악한 진영, 하수인, 또는 악마로 간주될 수 있습니다.",,,,,,,"야 이 망할 놈들아, 내 물건에 손대지 마! 그르르... 저 남쪽의 나쁜 놈들이 네 뒤를 쫓고 있어! 당장 꺼져! 난 이제 너희 같은 악마들이랑 싸울 힘도 없어. 어서 꺼지라고!",
saint,,성자,outsider,tb,낮에 투표로 처형되면 당신의 팀은 패배합니다.,,,,,,,"지혜가 평화를 낳고, 인내가 지혜를 낳으니. 두려워 말라, 두려움조차 사라질 그날이 올지니. 우리 함께 기도하세. 하나 된 우리의 염원이 우리 모두를 거룩한 존재로 이끌리라.",
washerwoman,,세탁부,townsfolk,tb,두 참가자 중 한 명이 특정 마을주민임을 알고 시작합니다.,"게임에 있는 마을 주민의 캐릭터 토큰을 보여줍니다. 두 명의 참가자를 가리키는데, 그 중 한 명이 그 캐릭터입니다.",,"마을 주민,틀림",,32,,"연미복에 묻은 게 피란 말씀이신가요? 아니죠, 이건 요리용 셰리 와인일 뿐이에요. 제가 참 덜렁거려서...",
librarian,,사서,townsfolk,tb,"두 참가자 중 한 명이 특정 외지인임을 알거나, 외지인이 없음을 알고 시작합니다.","게임에 있는 외지인의 캐릭터 토큰을 보여줍니다. 두 명의 참가자를 가리키는데, 그 중 한 명이 그 캐릭터입니다.",,"외지인,틀림",,33,,"물론이죠 부인, 정상적인 상황이라면 도서관 금고에서 악마의 고서를 대출하실 수 있습니다. 하지만, 부인께서는 회원이 아닌 것 같군요.",
investigator,,조사관,townsfolk,tb,두 참가자 중 한 명이 특정 하수인임을 알고 시작합니다.,"게임에 있는 하수인의 캐릭터 토큰을 보여줍니다. 두 명의 참가자를 가리키는데, 그 중 한 명이 그 캐릭터입니다.",,"하수인,틀림",,34,,"산책하기 좋은 밤이네요, 모로조프 씨. 아니, 이제는... 모로조프 남작님이라고 불러야 하나요?",
chef,,요리사,townsfolk,tb,서로 인접한 악한 참가자 쌍의 수를 알고 시작합니다.,"이웃한 악한 참가자 쌍의 수에 대한 손가락 신호(0, 1, 2, ...)를 보여줍니다.",,,,35,,오늘 저녁 예약 명단이 좀 이상하네. 메이웨더 부인이 허드슨 골목 그 불량배와 어울린 적은 한 번도 없었는데... 그런데 오늘 밤은 둘이서 자리를 잡았다고? 수상한걸.,
empath,,초민감자,townsfolk,tb,"매일 밤, 당신의 좌우에 있는 생존자들 중 악한 진영의 수를 알 수 있습니다.","초민감자의 살아있는 이웃 중 악한 이웃의 수에 대한 손가락 신호(0, 1, 2)를 보여줍니다.","악한 이웃의 수에 대한 손가락 신호(0, 1, 2)를 보여줍니다.",,,36,54,소름이 돋네요. 뭔가 이상해요. 그걸 느낄 수 있어요.,
fortuneteller,,점쟁이,townsfolk,tb,"매일 밤, 참가자 2명을 지목하면 그중에 악마가 있는지 알 수 있습니다. 단, 선한 진영 참가자 1명이 악마로 간주됩니다.","점쟁이가 두 명의 참가자를 가리킵니다. 그 참가자들 중 한 명이 악마인지에 대해 머리 신호를 줍니다(고개를 끄덕이면 예, 고개를 저으면 아니오).","점쟁이가 두 명의 참가자를 가리킵니다. 그 참가자들 중 한 명이 악마인지에 대해 머리 신호를 보여줍니다(고개를 끄덕이면 '예', 고개를 저으면 '아니오').",붉은청어,,37,55,당신한테서 엄청난 악의가 느껴져요! 아... 그건 그냥 향수 냄새일 수도 있겠네요. 전 엘더베리에 알레르기가 있거든요.,
monk,,수도사,townsfolk,tb,"매일 밤*, 자신을 제외한 참가자 한 명을 선택합니다. 그 참가자는 오늘 밤 악마로부터 안전합니다.",,이전에 보호받던 참가자는 더 이상 보호받지 않습니다. 수도사가 자신을 제외한 참가자를 가리킵니다. 그 참가자를 '보호됨'으로 표시합니다.,보호됨,,,13,"오늘 밤 불어오는 바람이 불길하고 죽음의 기운을 품고 있구려. 이리 오시오, 형제여. 이 거친 폭풍이 지나가기 전까지 수도원에서 몸을 피하시오. 내 목숨을 걸고 그대의 안전을 지키리다.",
ravenkeeper,,까마귀 사육사,townsfolk,tb,"밤에 죽으면, 깨어나서 참가자 한 명을 선택해서 그 참가자의 직업을 알아낼 수 있습니다.",,까마귀 사육사가 오늘 밤 죽었다면: 까마귀 사육사가 참가자를 가리킵니다. 그 참가자의 캐릭터 토큰을 보여줍니다.,,,,42,"내 새들이 복수하리라! 날아라! 날아라, 나의 사랑스럽고 충직한 아이들아! 저택으로, 시냇가로! 골목으로, 회관으로! 어서 날아가거라!",
undertaker,,장의사,townsfolk,tb,"매일 밤*, 그날 낮에 처형된 참가자의 직업을 알아낼 수 있습니다.",,오늘 참가자가 처형되었다면: 그 참가자의 캐릭터 토큰을 보여줍니다.,처형됨,,,53,"흠....여기 뭐가 있나? 왼쪽 부츠는 뒷굽이 닳았고, 신발 혀 밑에는 부싯돌 부스러기가 있군. 이건 군인이 신던 신발이야.",
mayor,,시장,townsfolk,tb,"생존자가 3명 남았을 때 처형이 발생하지 않으면 당신 팀이 승리합니다. 밤에 당신이 죽을 경우, 다른 참가자가 대신 죽을 수 있습니다.",,,,,,,"우리의 갈등은 접어두고, 이 무의미한 살육은 이제 그만둡시다. 어찌됐든 우리는 다 세금 내는 시민 아니겠습니까. 음... 대부분은요.",
slayer,,처단자,townsfolk,tb,"게임 중 한 번, 낮에 공개적으로 참가자 한 명을 선택할 수 있습니다. 선택된 참가자가 악마라면 즉시 사망합니다.",,,능력 없음,,,,죽어라,
soldier,,군인,townsfolk,tb,악마의 모든 능력은 당신에게 통하지 않습니다.,,,,,,,"다윗이 골리앗에게, 테세우스가 미노타우로스에게, 아르주나가 바가닷타에게 그랬듯이... 거절한다.",
virgin,,성결자,townsfolk,tb,"낮에 처형 후보로 처음 지명되었을 때, 당신을 지명한 사람이 마을주민이라면 그 사람은 즉시 처형됩니다.",,,능력 없음,,,,"진실로 나는 결백하도다. 스스로를 죄 없다 하는 자들이여, 몸을 던져 나를 대신하여 고통받을지어다. 진실로 너희의 독기 어린 말로는 내 명예를 결코 더럽힐 수 없으리라.",
beggar,,거지,traveler,tb,"투표하려면 투표 토큰을 사용해야 합니다. 죽은 참가자들은 그들의 토큰을 당신에게 줄 수 있습니다. 그렇게 하면, 당신은 그들의 진영을 알게 됩니다. 당신은 술에 취하지 않고 건강합니다.",,,,,,,,
bureaucrat,,관료,traveler,tb,"매일 밤, 참가자 한 명을 선택합니다(자신 제외): 내일 그의 투표는 3표로 계산됩니다.",관료가 참가자를 가리킵니다. 관료의 '3표' 리마인더를 선택된 참가자의 캐릭터 토큰 옆에 놓습니다.,관료가 참가자를 가리킵니다. 관료의 '3표' 리마인더를 선택된 참가자의 캐릭터 토큰 옆에 놓습니다.,3표,,,,,
gunslinger,,총잡이,traveler,tb,"매일, 첫 투표가 집계된 후 투표한 참가자 한 명을 선택할 수 있습니다: 그들은 죽습니다.",,,,,,,,
scapegoat,,희생양,traveler,tb,"당신의 진영의 참가자가 처형되면, 당신이 대신 처형될 수 있습니다.",,,,,,,,
thief,,도둑,traveler,tb,"매일 밤, 참가자 한 명을 선택합니다(자신 제외): 내일 그들의 투표는 마이너스로 계산됩니다.",도둑이 참가자를 가리킵니다. 도둑의 '마이너스 투표' 리마인더를 선택된 참가자의 캐릭터 토큰 옆에 놓습니다.,도둑이 참가자를 가리킵니다. 도둑의 '마이너스 투표' 리마인더를 선택된 참가자의 캐릭터 토큰 옆에 놓습니다.,마이너스 투표,,,,,
angel,,천사,fabled,,새로운 참가자의 죽음에 가장 책임이 있는 사람에게 나쁜 일이 일어날 수 있습니다.,,,"보호,나쁜 일",,,,,
buddhist,,묵언수행자,fabled,,"매일 첫 2분 동안, 경험 많은 참가자들은 말을 할 수 없습니다.",,,,,,,,
djinn,,지니,fabled,,지니의 특별한 규칙을 사용합니다. 모든 참가자가 그것이 무엇인지 알고 있습니다.,,,,,,,,
doomsayer,,종말론자,fabled,,"4명 이상의 참가자가 살아있다면, 각 살아있는 참가자는 공개적으로 (게임당 한 번) 자신의 진영의 참가자 한 명이 죽도록 선택할 수 있습니다.",,,,,,,,
duchess,,공작부인,fabled,,"매일, 3명의 참가자가 당신을 방문하기로 선택할 수 있습니다. 밤에*, 각 방문자는 방문자 중 몇 명이 악한지 알게 되지만, 1명은 거짓 정보를 얻습니다.",,,"방문자,거짓 정보",,,,,
fibbin,,피빈,fabled,,"게임 중 한 번, 1명의 선한 참가자가 거짓 정보를 얻을 수 있습니다.",,,사용됨,,,,,
fiddler,,바이올린 연주자,fabled,,"게임 중 한 번, 악마가 비밀리에 상대 진영의 참가자를 선택합니다: 모든 참가자는 이 두 참가자 중 누가 승리할지 선택합니다.",,,,,,,,
hellslibrarian,,지옥의 사서,fabled,,이야기꾼이 침묵을 요청했을 때 말하는 사람에게 나쁜 일이 일어날 수 있습니다.,,,나쁜 일,,,,,
revolutionary,,혁명가,fabled,,"이웃한 2명의 참가자가 같은 진영이라는 것이 알려져 있습니다. 게임 중 한 번, 그들 중 한 명이 거짓으로 간주됩니다.",,,거짓 간주?,,,,,
sentinel,,파수꾼,fabled,,게임에 1명의 외지인이 더 있거나 1명 적을 수 있습니다.,,,,,,,,
spiritofivory,,상아의 영혼,fabled,,1명을 초과하는 추가 악한 참가자가 있을 수 없습니다.,,,추가 악 없음,,,,,
stormcatcher,,폭풍잡이,fabled,,"선한 캐릭터 하나를 지명합니다. 게임에 있다면, 그들은 처형으로만 죽을 수 있지만, 악한 참가자들은 그가 누구인지 알게 됩니다.",,,안전함,,,,,
toymaker,,장난감 제작자,fabled,,악마는 공격하지 않기로 선택할 수 있으며 게임 중 최소 한 번은 이렇게 해야 합니다. 악한 참가자들은 정상적인 시작 정보를 얻습니다.,,,공격 없음,,,,,
